reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,date,nsmc
e4e66ff3-48f3-4249-958a-9a4a84c9d3bc,one one,https://play-lh.googleusercontent.com/a-/AFdZucoByIwj0QmCjly5FF_0iDWd5Q1uYxzah7NtewdgU88,공동인증서를 다른 어플에서 찾지 못합니다. 해결방법이요?,1,0,8.9,2022-08-01 19:24:09,,,202208,0.0028157309
875ea21f-3d1a-425a-96a5-ed67e3a5aa09,딱정벌레,https://play-lh.googleusercontent.com/a/AItbvmlgczNEpa1Ob2OCkwtRceJW6tCWiBuURhdnTdQb=mo,"간편번호등록 할때 직장,자택,해외번호까지 다 넣어야 등록이 되는건가요? 핸드폰 번호 저장하고 아무리 확인 버튼을 눌러도 등록처리가 되지 않습니다. 바이오인증 등록도 마찬가지구요.",1,0,8.9,2022-08-01 15:59:36,"안녕하세요, 딱정벌레님! 나무증권입니다. 먼저 이용에 불편을 드려 죄송합니다. 휴대폰, 자택, 직장, 국제 전화번호 중 1개와 생년월일을 입력하시면 다음 단계로 진행됩니다. 해당 리뷰만으로는 오류 확인이 어려워 안내메시지 등 구체적으로 리뷰에 남겨주시거나, 당사 고객센터(1544-0000)으로 문의주시면 해당 오류의 원인을 신속하게 파악하여 답변 드리겠습니다. 감사합니다. -나무증권 드림",2022-08-03 14:21:12,202208,0.009981497
5c032aa8-012a-4b71-8292-4c6b4a6aceb4,Kim Young-su,https://play-lh.googleusercontent.com/a/AItbvmm7xLMMyov7TAV76bb9VYQA8VuiUOyJqBurWUyu=mo,"난 구형버젼 사용중,,,,,,,,잘 되는거 왜 업데이트를 할까,,,,,,난 최신버젼 절대 업데이트 안함,,,,,다른앱도 마찬가지,,,,잘 되는데 굳이 최신버젼 필요성을 못느낌,,,,,",1,0,,2022-07-30 21:17:09,,,202207,0.9967393
402190d7-d5d9-4de6-9e62-a6e592d1853c,커피우유,https://play-lh.googleusercontent.com/a-/AFdZucpk1aDRnszOsB7F2A2esppnItBDMY6ICn9bx5vF,아래쓰신분처럼 저도 바탕화면에 놓고 사용중이었는데 어느날 사라짐 구글 플레이 들어와서 검색하면 설치되어 있어서 이 경로로 들어와야 함.. 금융어플이라 삭제 재설치하면 번거로움 예상되서 번번히 이 경로로 들어옴. 덕분에 잦은 매매없이 보유중.. 아이고,1,1,8.9,2022-07-30 09:13:39,,,202207,0.99155504
606e2edf-879e-4cd9-a0d9-767802d34c94,보라캔들,https://play-lh.googleusercontent.com/a-/AFdZucpm9xH__-OmLaHwzsw5qLzqywflzjh6K4PqmhZd,점점 구성이 불편하게 바뀌네요 몇달전에는 대부분 이용하는 네이버종토방 바로가기 메뉴가 없어져서 따로 네이버페이지를 띄워두고 봅니다 공지를 보기위해 뉴스및공지 메뉴를 누른후 다시 두번을 채크해야 공지페이지가 나와서 매우 번거로워졌습니다 뉴스페이지는 쓸데없는것만 노출돼서 안보고.. 종목이슈 등을 볼때 네이버종토방이나 그 페이지에서 뉴스검색하는게 편했는데 왜 이렇게 바꿨는지 매매시 너무불편합니다 오늘자로 기업정보 페이지도 너무 보기 불편하게 바꿔었어요 시가총액 글씨키워주신건 너무 감사하지만 유통비율을 중요하게 보는데 어디갔는지 찾아봐도 안보이네요 재무메뉴가면 간편하게 볼수있는것들을 기업정보 페이지에 도형형식 등으로 넣어놔서 빨리 확인이 어렵네요 형광색1분봉 빠도 너무 눈아파요ㅠㅠ 다른것들도 불편하게 바뀔까봐 걱정입니다 기존거 수정그만해주시고 대금터질때 앱 먹통되거나 신규상장주 첫날 클릭불가일때가 있었는데.. 이런 중요한 것들 개선부터 부탁드립니다 나무가 정말 편리했었는데 아쉽네요,1,8,8.9,2022-07-29 16:30:37,,,202207,0.0019826924
ec3efb1c-17e4-4504-b0cd-08b41695bd97,리지여니,https://play-lh.googleusercontent.com/a/AItbvmmoJiCwQsCfb30cnRM5ZdrC-Qz3BDIbwKJgapr4=mo,렉오질나게 걸ㄴ닝,1,0,,2022-07-29 09:17:59,,,202207,0.0033312566
a768c59c-9491-4b19-9c50-cf6ab18110a5,Tk k,https://play-lh.googleusercontent.com/a-/AFdZucp2D-WQAu4wO4XaXId7roPKThZ16uDEz8Pmgc9y8A,주식잔고에서 맨 마지막 종목 메뉴바에 가려져서 안보여요,1,0,8.9,2022-07-28 15:25:04,,,202207,0.9987368
14bd0561-b719-4732-b899-e3c0c8c1f93d,루묵도,https://play-lh.googleusercontent.com/a/AItbvmnexidxgSgtKD5tZ6ARRO9klReaADr44cS9ctn-=mo,진짜 개쌍욕나오게 신분증 인식을 못하네요. 다른 앱으로 할때나 촬영할때 카메라나 렌즈 전혀 문제없고요! 좀 정신 차립시다.,1,0,8.9,2022-07-28 01:14:28,,,202207,0.0009752352
11cb28f1-bebb-4971-930a-08c0f49b136b,fallen id,https://play-lh.googleusercontent.com/a/AItbvmmgH0Mchc3hCBsBx7I5X0_xGHU0Qb734MVNYKlf=mo,와이리 자꾸 재접하라고 뜨는건가요.. 다시시작을 눌러도 종료만 되고 다시시작 안되서 다시 눌러서 앱켜줘야는걸 왜 굳이 선택지를 만들러놓은건지도 모르겠습니다,1,0,8.9,2022-07-27 07:40:57,,,202207,0.0004118528
37be9196-4f61-4fee-891c-95266019a177,Pain,https://play-lh.googleusercontent.com/a/AItbvmnIDODU0pgy-_CFHftwwQdwS8zcaUjiCXj37Fwd=mo,진심으로 이거 구버전으로 돌려주세요. 지금 버전 너무 구리고 아이콘도 거지같아요.,1,1,8.9,2022-07-26 15:21:21,,,202207,0.0004563407
de23e5e3-d87a-4e33-ac7c-2c91311e56c0,L W,https://play-lh.googleusercontent.com/a/AItbvmkiOoDJnNzcWx_YXxGFhf3MGjEAYBzG-awkVnBU=mo,"엔화, 달러 환전 목표환율 거래 체결시 체결결과 톡 또는 문자알림 필요한 것 같습니다. 키움은 알림을 주는데, 나무는 알림이 없습니다.",1,0,8.9,2022-07-26 13:41:21,,,202207,0.7385389
bd985394-a332-47c3-bd7b-3a43db9ffdaf,나성근,https://play-lh.googleusercontent.com/a/AItbvml-ctKNYvgWSVwuNmdcpfu65ohjZ5mEr9dWtXmz=mo,바이오인증 지문로그인 안되요. 문자가 안와서 등록이 안되고 있어요. 비밀번호로 로그인 하고 있어요. 해결방법 알려주세요.,1,0,8.9,2022-07-25 10:44:58,"안녕하세요, 나성근님! 나무증권입니다. 이용에 불편을 드려 죄송합니다. 먼저 NH투자증권의 대표번호 (1544-0000) 수신 차단이나 스팸 등록이 되어있지 않은지 확인해주시길 바랍니다. 또한, 안드로이드 기기의 경우 문자를 수신하시는 스마트폰의 절전 모드가 켜져있을 때 통신이 끊겨 문자 수신이 안되는 경우가 종종 있습니다. 절전 모드 해제 후 시도 부탁드립니다. 이후에도 동일현상이 지속되는 경우, 번거로우시겠지만 고객센터(1544-0000)로 문의 부탁드립니다. 감사합니다. -나무증권 드림",2022-07-26 09:32:05,202207,0.0028445525
b52dde40-c6ea-493b-9f69-b5bd37e7b13c,이우선,https://play-lh.googleusercontent.com/a/AItbvmmKvlIJ9mrEF2i9D5sOres4rx9_xCWDwNE1n0eq=mo,일봉상 매매내역밖에 확인안됨!! 분봉은 불가ㅠ 매매일지가 주식하는사람에게 얼마나 중요한데 개선좀하라고 개발자에게 전해주세요~!,1,0,,2022-07-24 23:35:09,"안녕하세요, 이우선님! 나무증권입니다. 먼저 이용에 불편을 드려 죄송합니다. 말씀주신 분봉 차트에서 매매내역 표시 기능 제공은 담당부서에서 검토 중에 있으나 서버 확충 등이 필요하여 즉각적인 개선이 어렵다는 의견입니다. 신속한 검토 및 개선여부를 확정드려 안내드리지 못하는 점 양해 부탁드립니다. 앞으로 더 나은 서비스를 제공할 수 있도록 노력하겠습니다. 감사합니다. -나무증권 드림",2022-07-25 09:15:24,202207,0.004082907
8f9b7258-d0dc-4ec8-8642-b52f5fc1e076,papa papa,https://play-lh.googleusercontent.com/a/AItbvmmdjrBpBNEoK6MgCQho7f8sYeTPAZEcYmE42TSI=mo,아멘~,1,0,8.9,2022-07-23 19:51:58,,,202207,0.9279912
176ec2d6-5f80-48c4-8b7f-8c19556fd372,이준영,https://play-lh.googleusercontent.com/a/AItbvmn4VBSWyZUHMh9scLoFf8p8Bi16gJd8FqTgfe_yGA=mo,요새 왜 이렇게 자꾸 화면멈추고 렉걸리고 하는지 모르겠네요,1,0,8.9,2022-07-22 17:19:58,"안녕하세요, 이준영님! 나무증권입니다. 먼저 이용에 불편을 드려 죄송합니다. 혹시 어떤 메뉴를 이용 하실 때 화면멈춤과 렉이 발생되는지 상세하게 남겨주시면 담당부서에 전달하여 모니터링 될 수 있도록 하겠습니다. 계속해서 발전해 나가는 나무증권이 되겠습니다. 감사합니다. - 나무증권 드림",2022-07-25 09:19:38,202207,0.0053905444
ace50916-2286-4e6a-a8ee-97e3055ad7ee,이구렛나루,https://play-lh.googleusercontent.com/a/AItbvmkl9ulpvzF9MHOqXKnhtJPPbOSdO2IvnEKurolh=mo,어플이 바탕화면에 깔고 사용하고 있었는데 어플이 삭제가된건지 아이콘이 없어져 다시 다운받아 기존에 쓰던 간편인증번호를 적으라고 해서 적었더니 간편인증번호가 등록된 단말이 아닙니다. 등록후 이용해주세요 91190 이렇게 뜨는데 등록하려고해도 안됩니다 어떻게 해야될까요???,1,6,8.9,2022-07-22 13:47:07,"안녕하세요, 이구렛나루님! 나무증권입니다. 먼저 간편인증 이용에 불편을 드려 죄송합니다. ""간편인증번호 등록"" 버튼을 통해 간편인증번호 재등록 진행 후 이용 부탁드립니다. 간편인증번호 등록 실패가 발생하는 경우, 환경설정 > 간편인증번호 초기화 진행 후 간편인증번호 재등록을 부탁드립니다. 이후에도 동일문제가 지속되는 경우, 번거로우시겠지만 고객센터 (1544-0000)으로 문의 부탁드립니다. 감사합니다. -나무증권 드림",2022-07-25 09:50:37,202207,0.07233308
f07f624c-b9d1-486d-bdc8-4f7c7e3726ac,원두,https://play-lh.googleusercontent.com/a/AItbvmm1tbVRWaWKWYETj5C7rV-yceN7UHjATdxudpkc=mo,바이오인증이 한달째 안됩니다... 이 어플만요,1,0,8.9,2022-07-20 20:16:11,"안녕하세요, 원두님! 나무증권입니다. 바이오인증에 어려움이 있으신 경우, 금융결제원에서 제공하고 있는 '바이오인증 공동앱'을 업데이트 하거나 삭제 후 재설치 부탁드립니다. 동일한 문제가 반복되거나 또 다른 문의사항이나 불편사항 있으시면 언제든지 리뷰를 남겨주세요. 감사합니다. -나무증권 드림",2022-07-25 09:08:03,202207,0.9940096
8e9894f9-1eb5-41d5-8363-d546990b7d5b,멜트,https://play-lh.googleusercontent.com/a/AItbvmllBocie68YZon2T4ONRosEjQMgIZcUlOSJZQ_QgA=mo,선택사항인 마케팅 동의 안했다고 아이디 못만들고 처음부터 다시하게만드네ㅋㅋㅋㅋㅋㅋ,1,0,8.9,2022-07-20 12:39:23,,,202207,0.01901792
1c939cbc-3718-4781-8060-fbea7a44a08d,이경태,https://play-lh.googleusercontent.com/a/AItbvmny5IaFEuC_wGZiWqpMagMwFNIUYMWvNe8WnwZ6=mo,수정주가 적용이 안되는데요,1,0,8.9,2022-07-20 10:59:54,,,202207,0.8383585
014d5a37-1d4e-4ebc-89e0-b76d57032d0e,빛나는,https://play-lh.googleusercontent.com/a/AItbvmmiJ1S4oTgX99-eNRRfLBas8yiPglD2R7GiV7UR=mo,토스 및 타증권사는 자동주문기능이 있어 매도 설정시 정해진 기간동안 해당금액으로 거래가되는데 해당 증권사는 이런기능이 없어 주식거래를 위해 매번 들어가야하는 번거로움이 있네요. 불편해요,1,0,8.9,2022-07-20 02:08:06,"안녕하세요, 빛나는님! 모바일증권 나무입니다. 나무를 사용하시면서 느끼신 소중한 의견을 남겨주셔서 감사드립니다. 전체메뉴에서 진입할 수 있는 예약주문과 시세포착주문에서 기간과 주가를 입력하고 자동으로 주문을 할 수 있습니다. 해당 서비스가 숨겨져있어 이용에 불편을 드려 죄송합니다, 고객동선 개선을 위해 노력하겠습니다. 나무에 보여주신 관심과 사랑 항상 감사드립니다!",2022-07-22 13:18:39,202207,0.0040420378
221b7ec0-031e-495d-abc4-9173bef15bb7,k gsld,https://play-lh.googleusercontent.com/a/AItbvmm0UYfUSKKZYgV04uZU8gZL1dqpmhSrjdBRJe8_=mo,"1. 제가 그어놓은 추세선이나 가로선이 자꾸 사라지거나 상장된 날로 이동됩니다. 2. 검색기 사용할 때 이동평균선을 '지수'로 설정하면 대부분 검색이 안됩니다. 3. 수정주가 적용이 제대로 안된건지 가격이 이상한게 있습니다. (KCTC 월봉 2006년 11월) 1번은 저번에 차트 저장기능을 사용하라고 하시던데 그거 최대 10개밖에 안되는건 알고계신가요...?? 10개가지곤 택도 없습니다,, 특정 조건을 만족하면 차트 처음으로 돌아가거나 사라지는거같은데 해결좀 해주십쇼!!",1,10,8.9,2022-07-19 20:15:02,"안녕하세요, k gsld님. 나무증권입니다. 먼저 이용에 불편을 드려 죄송합니다. 말씀주신 의견은 담당 부서에 검토 요청하여 개선 진행하도록 하겠습니다. 또 다른 의견 또는 불편사항 있으시면 언제든지 리뷰를 남겨주세요. 감사합니다. -나무증권 드림",2022-07-27 13:15:15,202207,0.0012962027
1aef9c33-cc14-44fa-a073-5d0eaad0e2cd,김성민,https://play-lh.googleusercontent.com/a/AItbvmlAU5R8Md95hkRjlAA4wZg0zsiIchWvtW0nC62a=mo,ㅔㆍㆍ긱ㅣㄴㆍee43,1,0,8.9,2022-07-19 17:34:55,,,202207,0.030339846
e4de0916-7255-46fe-a3d0-d14466a095e9,김진욱,https://play-lh.googleusercontent.com/a/AItbvmntK1uCjnAYJoVLVeKGSd_2N7RiXm9ha2aVdvzq=mo,갑자기 해외주식 조건검색 미국게 안뜨는데 어떻게된거죠? 중국꺼만 뜨네요,1,0,8.9,2022-07-19 09:51:07,"안녕하세요, 김진욱님! 나무증권입니다. 먼저 이용에 불편을 드려 죄송합니다. 전달해주신 리뷰만으로는 구체적인 오류 확인이 어렵습니다. 번거로우시겠지만 어떤 메뉴로 접근하셨는지 구체적으로 남겨주시면, 적어주신 내용 바탕으로 해당 문제 원인 빠르게 파악하여 개선 진행하도록 하겠습니다. 감사합니다. -나무증권 드림",2022-07-27 13:23:41,202207,0.004062506
de8ea361-53de-4e44-a01d-3c3cd992827b,ᄒᄒ,https://play-lh.googleusercontent.com/a-/AFdZucp3LbgHcCAg8NoeiGmhcmMe_a8raQA3Sh4_3rbhmg,미성년자인데 나무증권 계좌개설 하고싶어요ㅠㅠ,1,0,,2022-07-17 16:52:14,"안녕하세요, ㅎㅎ님! 나무증권입니다. 먼저 이용에 불편을 드려 죄송합니다. 말씀주신 미성년자 나무증권 계좌개설은 담당 부서에서 개선 검토 중에 있습니다. 빠른 시간내에 개선하여 ㅎㅎ님이 나무증권을 이용하실 수 있도록 노력하겠습니다. 감사합니다. -나무증권 드림",2022-07-19 14:27:00,202207,0.0034875115
e94f4e7c-2e6a-49ed-9625-920a4422742b,피피,https://play-lh.googleusercontent.com/a/AItbvmlAtiqKAxv_IpdUa_E4iqOLr1qHUaDWjKpP-RfL=mo,알림 설정했는데 계속 알림 여부 설정하라고 푸시 떠서 짜증나 죽겠습니다,1,0,8.9,2022-07-14 23:52:49,"안녕하세요, 피피님! 나무증권입니다. 먼저 이용에 불편을 드려 죄송합니다. 전달해주신 리뷰만으로는 구체적인 오류 확인이 어렵습니다. 번거로우시겠지만 어떤 내용의 푸시 알림을 받으셨는지 구체적으로 남겨주시면, 적어주신 내용 바탕으로 해당 문제 원인 빠르게 파악하여 개선 진행하도록 하겠습니다. 감사합니다. -나무증권 드림",2022-07-18 13:11:21,202207,0.0021263012
529273c3-4015-43dc-955c-ed8558222a3b,장영진,https://play-lh.googleusercontent.com/a/AItbvmk4lG0AuXVxsLwOGM3c_rJxYw-Jjdk7cJbdlWdu=mo,"이번달 7.22.(금)부터 시세포착 주문건수가 계좌별 매수 매도 각 10개에서, 아이디별 매수 매도 각 50개로 바뀌는지 알고 너무 좋았습니다. 근데 다시 확인해보니 매수 매도 합쳐서 총 50개인걸 알고 너무 화가 났습니다. 현재는 7개 계좌에서 매수 매도를 각 70개씩 사용중인데 자그만치 매수 매도를 합쳐 90개를 손해보게 생겼습니다. 도대체 이게 개선의 의미가 뭐가 있는지 모르겠습니다. 그냥 지금처럼 원래대로 해주시던지 아니면 매수 매도 각 50개씩으로 바꿔주시기 바랍니다. 도대체 이용자를 위한 배려가 이것밖에는 안되는건지 되묻지 않을 수 없습니다. 확실한 개선 의지를 보여주시기 바랍니다.",1,13,8.9,2022-07-14 21:45:23,"안녕하세요, 장영진님! 나무증권입니다. 먼저 이용에 불편을 드려 죄송합니다. 시세포착 서비스의 안정적인 운영을 위해 시세포착 조건 등록 가능건수를 점진적으로 확대하고 있습니다. 빠른 시간내에 가능건수를 더 확대하여, 장영진님께서 더 편리하게 사용할 수 있는 나무가 되도록 노력하겠습니다. 감사합니다. -나무증권 드림",2022-07-18 12:59:04,202207,0.0010871182
a8a0043d-29da-44b8-8be6-f170a79bb82e,나으인생,https://play-lh.googleusercontent.com/a-/AFdZucqw8U9u1OhFopcA86xxf_WCTFC_E8dXLqDTrG-5GQ,복잡하게 만들어놨네 보안 때문인건 이해한다만 해지가 어렵다 용건 딱딱 해결하기 불편,1,0,8.89,2022-07-13 22:39:18,"안녕하세요, 나으인생님! 모바일증권 나무입니다. 나무를 사용하시면서 느끼신 소중한 의견을 남겨주셔서 감사드립니다. 먼저 사용성의 불편함으로 이용에 불편을 드려 죄송합니다. 말씀해주신대로 보안과 속도 이슈때문에 제한사항이 존재하지만, 어떤 부분에서 불편함을 느끼시는지 말씀해주시면 검토 후 반영할 수 있도록 하겠습니다. 다른 문의 또는 건의사항이 있으시면 언제든지 리뷰를 남겨주세요! 나무 드림.",2022-07-15 08:44:02,202207,0.00043094918
f3ea4881-3f78-4947-a6da-88c25606c76d,무대리,https://play-lh.googleusercontent.com/a/AItbvmkWKslnZPFRZIHSxmU56CBdF9yZXdk-JzgIr74=mo,서버 접속이 너무 오래 걸리거나 안되는 경우가 많아서 제거하고 다시 깔기를 여러번 하고 있습니다.,1,0,8.9,2022-07-13 14:16:05,,,202207,0.001806577
01cf79f6-97ad-4e02-b16a-d371880059bd,may메이,https://play-lh.googleusercontent.com/a/AItbvmmlbBy5y3kUdl9Qc29_5q8CXg8XqaWZuHmCWrBM=mo,앱 하면이 들어가지지 않고 있네요,1,0,8.9,2022-07-13 14:15:04,"안녕하세요, may메이님! 나무증권입니다. 먼저 이용에 불편을 드려 죄송합니다. 다만, 해당 리뷰만으로는 오류 확인이 어렵습니다. 번거로우시겠지만 어떤 화면에서 오류가 발생했는지 좀 더 구체적으로 리뷰에 남겨주시거나, 고객센터(1544-0000)으로 문의주시면 해당 오류의 원인을 신속하게 파악하여 답변 드리겠습니다. 감사합니다. -나무증권 드림",2022-07-18 13:12:45,202207,0.006519259
23582ee3-48db-4075-96a5-6c52fabcabde,석진환,https://play-lh.googleusercontent.com/a/AItbvmkUjFPw24lUkdT_mc0oh6Tuu-PpJfjmuKwB_Ekc=mo,개인적으로 총주식에서 주식별 비중을 표시해주는 기능도 있으면 좋을 거 같습니다. 그래야 일정비율로 고중저 위험자산을 주식 상황마다 달리하기 편할 수 있으니깐요.,1,2,8.9,2022-07-13 12:48:05,"안녕하세요, 석진환님! 나무증권입니다. 나무를 사용하시면서 느끼신 소중한 의견을 남겨주셔서 감사드립니다. 말씀해주신 포트폴리오의 구체적인 설정 기능은 담당 부서에 빠짐없이 공유하여 석진환님이 더 편리하게 사용할 수 있는 나무증권이 되도록 노력하겠습니다. 다른 문의 또는 건의사항이 있으시면 언제든지 리뷰를 남겨주세요! -나무증권 드림",2022-07-18 13:17:49,202207,0.004652667
f8a27076-1a94-4660-ba89-427592528ce9,서상우,https://play-lh.googleusercontent.com/a/AItbvmn3NN32u07s9DafZRQiNdAqQCZwyXU3kXSAjMBO=mo,키움증권은 분봉에서 매매표시나오는데 나무증권은 개선안할듯...,1,0,8.9,2022-07-12 19:41:17,"안녕하세요, 서상우님! 나무증권입니다. 먼저 이용에 불편을 드려 죄송합니다. 현재 매매내역 표시는 일봉 차트에서만 제공되며, 분봉에서는 제공되지 않습니다. 분봉차트에서 매매내역 표시 기능 제공에 대해 검토 중에 있으나, 서버 등의 이슈로 즉각적인 개선이 어렵습니다. 빠른 시일 내에 개선하여 서상우님이 더 편리하게 사용할 수 있는 나무증권이 되도록 노력하겠습니다. 다른 문의 또는 건의사항이 있으시면 언제든지 리뷰를 남겨주세요. -나무증권 드림",2022-07-18 13:17:19,202207,0.21073942
0d95dd37-5093-4b1a-9edc-5ba47b19fd43,kwang sik,https://play-lh.googleusercontent.com/a/AItbvmkeICnFuwGe866KpqCLnIT0iU9J5FADByeMLt-B=mo,화면 전환시 깜빡임이 있어서 매우 거슬립니다.,1,0,8.89,2022-07-12 13:17:25,"안녕하세요, kwang sik님! 모바일증권 나무입니다. 나무를 사용하시면서 느끼신 소중한 의견을 남겨주셔서 감사드립니다. 말씀해주신 화면전환시 깜빡임 발생문제는 담당 부서에 빠짐없이 공유하여 kwang sik님이 더 편리하게 사용할 수 있는 나무가 되도록 노력하겠습니다. 다른 문의 또는 건의사항이 있으시면 언제든지 리뷰를 남겨주세요! 나무 드림.",2022-07-15 08:47:36,202207,0.001329243
e2cc3d57-dbeb-4b40-a59e-c8df97de6afd,cholog,https://play-lh.googleusercontent.com/a-/AFdZucqlmFK6JRlOM867bXgR0ixMQMCsY4dZZwxUkoHdTHU,다른데꺼 쓰다가 여기오면 선녀,1,0,8.9,2022-07-12 11:42:15,"안녕하세요, cholog님! 모바일증권 나무입니다. 나무를 사용하시면서 느끼신 소중한 의견을 남겨주셔서 감사드립니다. 나무와 함께해주신 그 마음 변치 않으시도록 항상 노력하겠습니다. 다른 문의 또는 건의사항이 있으시면 언제든지 리뷰를 남겨주세요! 나무 드림.",2022-07-15 08:46:22,202207,0.75704783
59dd268e-f7f6-4fba-8da8-3b306d69639d,이주호,https://play-lh.googleusercontent.com/a/AItbvmnHk9p2u4uwz097d47RZ0eBUUZb7KT0vrAk-8bz=mo,좋아요,1,0,8.89,2022-07-12 10:53:36,"안녕하세요, 이주호님! 모바일증권 나무입니다. 나무를 사용하시면서 느끼신 소중한 의견을 남겨주셔서 감사드립니다. 나무와 함께해주신 그 마음 변치 않으시도록 항상 노력하겠습니다. 다른 문의 또는 건의사항이 있으시면 언제든지 리뷰를 남겨주세요! 나무 드림.",2022-07-15 08:46:32,202207,0.9956929
dded39cd-0d8b-42f3-a4c7-1d00555d20ad,강재호,https://play-lh.googleusercontent.com/a-/AFdZucrdSwrgtw3BxS-f_bPnOGntbgvOOCmpc4V0X1Q7BQ,Home으로 가기 클릭하면 화면이 깜빡거립니다.,1,0,8.9,2022-07-12 09:43:34,"안녕하세요, 강재호님! 모바일증권 나무입니다. 나무를 사용하시면서 느끼신 소중한 의견을 남겨주셔서 감사드립니다. 말씀해주신 화면전환시 깜빡임 발생문제는 담당 부서에 빠짐없이 공유하여 강재호님이 더 편리하게 사용할 수 있는 나무가 되도록 노력하겠습니다. 다른 문의 또는 건의사항이 있으시면 언제든지 리뷰를 남겨주세요! 나무 드림.",2022-07-15 08:48:16,202207,0.27242476
