content,reviewId,score,app,date
이거 UI가 너무 구려요.,2022-02-28 16:19:21,0.006796637084335089,hantu,2022
이렇게 직관적이지 못한 앱은 처음 봤습니다.,2022-02-28 16:19:21,0.04966605082154274,hantu,2022
다른 앱들과 다르게 직관적이지도 않고 무엇보다 지정가 금액 설정했는데 이후 다른 조작하면 초기화 돼서 시장가로 설정되어 원하지 않는 거래가 되어버리네요!!!!!,2022-02-22 13:26:40,0.0037257703952491283,hantu,2022
주식주문 화면에서 매도탭으로 이동할때는 왜 수량유지가 안되져..,2022-02-18 21:16:18,0.028766142204403877,hantu,2022
폴드3 쓰는데 어느순간부터 바탕화면 나갔다오면 계속 리프레쉬가 되네요...??;;,2022-02-16 09:39:38,0.04282800480723381,hantu,2022
설치 예시화면 같이 보이는지,2022-02-09 14:02:57,0.00609062472358346,hantu,2022
화면 나갔다가 다시들어와도 똑같습니다,2022-01-31 20:59:18,0.022785907611250877,hantu,2022
"증권사 ui가 대부분 별로긴한데, 한투는 가끔 해외주식 종목들이 하나도 안 보일 때가 있음...",2022-01-21 08:14:33,0.6713448762893677,hantu,2022
로그인 화면에서 더 진행이 안됩니다.,2022-01-20 19:10:10,0.02083955705165863,hantu,2022
UI 좀 어떻게 하시면 안될까요??,2022-01-08 14:10:16,0.07846738398075104,hantu,2022
저희 시아버지가 25년 가까이 주식하시고 계시는데 한투가 인터페이스..,2022-01-08 14:10:16,0.0070001049898564816,hantu,2022
솔직히 저는 인터페이스나 디자인 다 맘에드는데 진짜 너무 느려요,2022-01-07 17:43:57,0.00753216166049242,hantu,2022
어플 UI 너무 구려요..,2022-01-02 13:07:15,0.002622466068714857,hantu,2022
UI/UX업데이트 해주세요 - 갤럭시 z폴드에서 화면 비율이 안맞아요.,2021-12-29 16:46:28,0.052469443529844284,hantu,2021
강제로 화면 비율을 16:9로 맞춰야 합니다 -->,2021-12-29 16:46:28,0.8861645460128784,hantu,2021
화면 비율에 따라 App이 조절 되는게 기본 아닐까요?,2021-12-29 16:46:28,0.1051563248038292,hantu,2021
UI/UX 최악...,2021-12-29 10:50:31,0.0030800665263086557,hantu,2021
하부의 선택 버튼은 화면에서 잘려서 보이지도 않아 누르기도 힘드네요.,2021-12-29 09:17:50,0.1833600252866745,hantu,2021
이렇게 불편한 ui는 처음봐요.,2021-12-26 10:35:34,0.010553142987191677,hantu,2021
이게 그 유명한 한투의 ui라니...;,2021-12-26 10:35:34,0.00638333847746253,hantu,2021
UX/UI 개선 예정 없나요.,2021-12-23 10:12:14,0.09894522279500961,hantu,2021
모든 주식 앱 통틀어 가장 화면이 시대에 뒤쳐지는 것 같아요.,2021-12-23 10:12:14,0.14311596751213074,hantu,2021
시대를 역행하는 듯한 UI/UX.,2021-12-10 06:57:57,0.003402507398277521,hantu,2021
앱 디자인은별론데 앱한개로 irp계좌를 제외한 모든 상품 거래가능해서 좋음 국내주식만 하는분껜 별로임 키움은 앱 여섯일곱개는 깔아야됨,2021-12-08 22:45:56,0.987869918346405,hantu,2021
"최신 업데이트 후 백그라운드 상태로 켜두면 폰이 버벅거림, 로그인 비번을 쳐도 로그인이 안되고 다시 눌러서 한번 더 입력해야함, 화면에 로딩 때 돌아가는 화살표 잔상이 계속 남음.",2021-12-04 07:27:46,0.004975728690624237,hantu,2021
분할 화면 스크롤 너무 답답해서 없던 암이 생기겟네요.,2021-12-01 15:13:31,0.009340283460915089,hantu,2021
"분명 매도했는데, 홈 화면의 평가금액에서 매도가 안된 금액으로 나오고 체결확인해보니 매도 됬다고하고 다시 홈화면의 자산금액보기하니 계속 내돈이 없어지는건 모죠?",2021-11-30 11:38:32,0.016208749264478683,hantu,2021
화면오픈 화면파일을 열수없습니다(smli6300**)으로 떠요,2021-11-22 13:34:40,0.01702883467078209,hantu,2021
"태블릿 뷰어 너무 구려요 화면이 고정돼서 회전도 안되고 메뉴 고정, 글씨크기 고정이네요",2021-11-21 18:40:20,0.006068237125873566,hantu,2021
다 좋아요 ui든 뭐든 근데 3일째 로그인이 안되면 아무것도 못하네요,2021-11-10 18:33:33,0.9743360877037048,hantu,2021
인터페이스 복잡하고 구려서 나무로 갈아탈까말까 하고있는데..,2021-11-04 18:53:35,0.0026101497933268547,hantu,2021
몇일째 화면이 아무것도 안보여요.,2021-11-04 10:42:28,0.011699133552610874,hantu,2021
공모주 청약 좀 하려고 했더니 갑자기 화면 오픈 오류?,2021-11-02 13:25:01,0.005863395053893328,hantu,2021
"ID 해지하려고 스무번 넘게 시도했는데, 최종 화면에서 아무 반응이 없어요.",2021-10-14 14:31:05,0.006984121166169643,hantu,2021
쓰지마세요 수수료고 직관성이고..,2021-10-07 23:28:33,0.006710486486554146,hantu,2021
위젯도 좀 추가하고 화면 비율도 테블릿 피씨나 폴드폰 관련해서도 관리좀 해요~,2021-10-07 14:12:58,0.9937092065811157,hantu,2021
패드로 보면 화면이 작아요,2021-10-03 00:53:56,0.0938301756978035,hantu,2021
앱이 화면에 최적화가 되지 않아서 대부분 왜곡 되어 잘리거나 보기가 어지럽네요.,2021-09-25 11:53:05,0.32878372073173523,hantu,2021
타기관 공인인증서 등록하려고 SMS인증 번호 볼려고 바탕화면 나갔다 돌아오면 다시 초기화됩니다,2021-09-23 16:05:34,0.0035705482587218285,hantu,2021
종목의 차트에서 큰화면.,2021-09-22 19:06:17,0.8991445899009705,hantu,2021
앱 실행후 홈화면에서 계좌확인이 바로 가능했는데 메뉴 계좌서비스 자산내역으로 바뀌었어요,2021-09-17 09:31:40,0.9715249538421631,hantu,2021
"쌍욕이 턱밑까지 차오른상태인데, ui도 불편하고 정말 불친절한 앱이네요?",2021-09-16 20:30:33,0.005320703145116568,hantu,2021
다른 증권사 어플 보고 UI 좀 배워야겠어요.,2021-09-16 19:10:21,0.015844276174902916,hantu,2021
"해외투자 목적이면 비추 직원들만 알아듣게 설명하고 현재주식가에서 거래 안됨 외화 환전 잔고 확인하는것도 못찾겠음 토스, 신한 알파 보면 앱이 직관적인데 이 앱은 고객중심이 아닌 본인들 중심임",2021-09-13 21:28:27,0.006432377267628908,hantu,2021
앱 자체가 너무 허접함;; UI/UX 자체가 좋지 않으니 진짜 울며겨자먹기로 쓰는 느낌.,2021-09-13 02:15:10,0.0033902344293892384,hantu,2021
Tab S7 FE에서 팝업창과 분할화면으로 실행이 되다가 안되다하고 가끔될때도 화면이 짤리네요,2021-09-09 17:39:04,0.9573562145233154,hantu,2021
ㅋㅋ 직관성도없고 느리고 왜 자꾸 키움키움 하는지,2021-09-09 11:44:14,0.0030121745076030493,hantu,2021
삼성폰에 팝업과 분할화면이 안되네요.,2021-08-25 21:36:14,0.012950573116540909,hantu,2021
z flip 3 전화번호인증이 안되요 화면 크기때문에 오류 나는것같은데 최대한 빠르게 오류 수정 부탁드립니다,2021-08-24 23:51:13,0.036506712436676025,hantu,2021
다른 주식 어플에 비하면 좋지만 그래도 ui가 불편합니다.,2021-08-24 18:51:01,0.9913443326950073,hantu,2021
직관성이 너무 떨어져요.,2021-08-23 14:18:49,0.01281262282282114,hantu,2021
해외주식 호가주문 꼭만들어주세요 인터페이스가 매우느림 키움보다 매우불편 장점이 한개도없음 개발자 시말서쓰세요,2021-08-20 23:09:43,0.004210011102259159,hantu,2021
UI가 너무 구려요.,2021-08-12 23:24:11,0.005725934635847807,hantu,2021
이 정도 규모의 회사면 디자인에도 신경 좀 써야할 것 아닙니까?,2021-08-12 23:24:11,0.004604405257850885,hantu,2021
잘쓰고 있는데 홈화면 잔고 다시 볼수있게해주세요 ㅠ,2021-08-09 17:17:08,0.9911890029907227,hantu,2021
이번 업데이트 불편합니다 전 처럼 나의 자산현황을 첫화면 홈화면에서 볼수 있게 바꿔주세요,2021-08-09 15:33:48,0.0045019108802080154,hantu,2021
화면이 너무 이상하고..,2021-08-09 14:49:17,0.009745239280164242,hantu,2021
조작이 힘듬 너무 지맘대로 여기저기 화면이 열리고 변별도 안되고...,2021-08-09 14:49:17,0.007398281246423721,hantu,2021
너무 경망스런 UX,2021-08-09 14:49:17,0.02306290529668331,hantu,2021
나의 자산을 왜 첫 화면에서 빼버린거죠?,2021-08-09 14:37:16,0.01466818992048502,hantu,2021
홈 화면에 있던 개인자산이랑 계좌부분을 코스피 코스닥으로 바꿔놓았던데 진심 겁나게 불편해요;; 이런것도 사람마다 설정할 수 있게 해놔야지 아예 바꿔버리면..,2021-08-09 13:55:15,0.04605112224817276,hantu,2021
첫 화면 코스피 코스닥 지수말고 원래 모습으로 돌려주세요 ㅠㅠ,2021-08-09 12:40:25,0.0053818440064787865,hantu,2021
메인화면 나의자산보기로 다시 돌려주세요 코스피지수 같은건 어디서나 쉽게 보는데 자산 볼려고 이것저것 누르는거 귀찮게 만들어놨네요,2021-08-09 11:40:10,0.0059046498499810696,hantu,2021
처음 화면 코스피지수 이런거 누가 보나요 자산내역 볼수 있게 해줘요,2021-08-09 11:07:30,0.9715000987052917,hantu,2021
메인화면에 나의 자산현황은 왜 바꾼건지 이해가 안됩니다.,2021-08-09 10:11:26,0.008132313378155231,hantu,2021
좋은 UI를 바꿔 매우 불편합니다.,2021-08-09 10:11:26,0.003253324655815959,hantu,2021
업데이트 이전에는 홈화면에서 터치 한번으로 잔고 파악이 바로 가능했는데 업데이트 이후 찾기가 너무 힘드네요ㅠ,2021-08-09 09:51:42,0.0059664142318069935,hantu,2021
홈화면 총자산 볼수있는 옵션을 추가하던가 해주세요,2021-08-09 09:39:53,0.005795060191303492,hantu,2021
업데이트 되고서 첫 화면에 제 잔고 안뜨는거 너무 불편해요.,2021-08-09 09:24:55,0.02812325581908226,hantu,2021
아니 왜 첫화면에 계좌에 금액을 없애버리고 코스피 코스닥은 왜 띄워놓는거예요?,2021-08-09 08:44:31,0.008097724989056587,hantu,2021
장중 서버터져서 로그인도 안되고 UI는 2000년도 초반 UI를 사용하는거 같고 고객센터 전화 안되고 한국투자증권 사용 하실분은 한번더 생각해 보시길,2021-08-06 10:22:12,0.008196713402867317,hantu,2021
별한개도아까운 최악의 UX,2021-08-06 10:14:01,0.0025056442245841026,hantu,2021
고객센터는 받지도 않으면서 ㅋㅋㅋㅋㅋ 처음 시작을 괜히 여기서 해서 새 Ui적응하기 싫어서버텨봤는데 못쓸 앱이네요,2021-08-06 10:05:54,0.002623371547088027,hantu,2021
UI는 직관적인 편이라 만족하는데 시스템이 심하게 불안정해서 타사로 옮기려고 합니다.,2021-08-06 09:54:03,0.007824113592505455,hantu,2021
진짜 왠만하면 리뷰 잘 안쓰는데 느리고 로그인 안되고 ui도 복잡하고 좋은게 하나 없어요.,2021-08-06 09:48:36,0.010599823668599129,hantu,2021
자동 로그인 설정도 안 했는데 어느날 갑자기 앱 시작시 로그인 화면으로 넘어가고 로그인 하면 계좌 정보가 없다고 해서 해킹 당했나 한참을 전전긍긍하게 하고 너무 합니다,2021-08-06 09:46:00,0.003859827062115073,hantu,2021
화면 전환마다 쓸데없는 안내문구가 키패드를 가려서 바로 입력도 못하고...,2021-08-06 09:42:52,0.010906673036515713,hantu,2021
이걸 주식거래용으로 쓰라고 만들어 놓은건지 UX/UI팀 없나요,2021-08-06 09:27:55,0.020703421905636787,hantu,2021
어떻게 코인거래하는 업비트보다 직관성이 떨어집니까?,2021-08-06 09:27:55,0.0074700950644910336,hantu,2021
키움 ui구리다고 욕했는데 접속도 안되는 앱이있었네 ㅋㅋㅋㅋㅋㅋㅋㅋ,2021-08-06 09:23:17,0.00807067472487688,hantu,2021
느리고 인터페이스 별로,2021-08-06 09:06:49,0.004063082858920097,hantu,2021
쓰레기 앱 반응속도 겁나 느리고 ui도 개 불편,2021-08-03 14:09:40,0.00243756384588778,hantu,2021
어르신들만 볼것같은 어플 공모주 청약외에 사용할일 없슴 미니스탁 때문에 가끔씩 확인차 접속 한투어플은 복잡하고 어렵고 답답함 실속은 없는데 메뉴만 장황 일단은 시대를 못따라감 UI가 구시대적,2021-08-03 01:51:11,0.18526461720466614,hantu,2021
느리고 ui도 불편합니다,2021-07-27 10:40:18,0.0071403272449970245,hantu,2021
UI 가 친절하지 않음,2021-07-26 21:20:37,0.01873818226158619,hantu,2021
아니 어플 저체가 너무느림 서버가 구린건지 인터페이스가 구린건지 암튼 머좀살라고하면 느려서 못해먹겠네,2021-07-26 15:47:12,0.012908036820590496,hantu,2021
UI 가독성 제로에 심심하면 서버터짐.,2021-07-26 11:23:57,0.004822942893952131,hantu,2021
"1시간 접속 했는데 '응답시간 초과,재접속 ' 멘트만 뜨고 화면이 넘어가지를 않네요",2021-07-26 11:12:46,0.005512227304279804,hantu,2021
인터페이스도 불편하고 속도는 뭔 00년대 수준 이걸 쓰라고 만들었나,2021-07-26 10:45:26,0.0030742003582417965,hantu,2021
ㅋㅋㅋㅋ현존 주식 어플중 가장 최악 UI와 UX를 고려한걸지 심히 의문,2021-07-26 10:32:26,0.0029918004292994738,hantu,2021
계좌 만들때 UI/UX 너무 별로입니다.,2021-07-25 14:43:45,0.010041574947535992,hantu,2021
타 증권앱에 비해 인터페이스나 기능이 별로네요,2021-07-25 12:19:44,0.008722290396690369,hantu,2021
"빠르게 화면을 전환해 가며 거래를 해야 하는데, 반응이 느리다 보니, 안눌러 졌나 하는 생각이 들 정도로, 사용하기 불편 하네요.",2021-07-15 13:51:17,0.025777485221624374,hantu,2021
UI디자인은 좋은데 오류가 너무많음,2021-07-08 10:26:32,0.008523883298039436,hantu,2021
Irp개설하려니 카메라 신분증찍을때 까맣가ㅐ 화면나와 진행할수 없네요,2021-07-06 15:35:11,0.044283512979745865,hantu,2021
이거 매번 들어가서 할때마다 느끼는건데 한국투자증권 화면으로 바뀌는데 1분 정도 되어야 화면이 바뀌고 매수나 매도 신청을 하면 완료가 되었는지 제 휴대폰 문자에 바로 뜨지도 않고 문제 많네요~,2021-07-02 19:03:47,0.03816932812333107,hantu,2021
"초기화면에서 계속 멈춰있다가 앱들어가는데만 5분 걸리고, 로그인하는데 또 2분걸리고.",2021-07-01 20:06:45,0.004918837919831276,hantu,2021
메뉴가 불편해서 화면이 작아서 그런가,2021-06-29 11:08:38,0.01879291422665119,hantu,2021
싶어서 태블릿으로 옮겼는데 화면만 커지고 해상도가 그대로라 똑같이 불편하네요.,2021-06-29 11:08:38,0.004435882903635502,hantu,2021
안쓰던 리뷰쓰게만드네 일주일째 로그인화면에서 로그인안되는데 이거 뭐 어떻게해야하나여 재설치해도안되고 쓰레기어플을 만들어놧네..,2021-06-22 10:01:02,0.007093868684023619,hantu,2021
급등주 같은 경우 1초에도 몇백만원이 왔다갔다 하는데 렉이 걸려 화면이 정지되면 정말 미칠것 같음.,2021-06-11 10:54:23,0.012618603184819221,hantu,2021
이달 초부터 주식매매할때마다 자꾸 화면이 안넘어가지고 터치도안되고..,2021-06-10 16:00:51,0.01783219538629055,hantu,2021
인터페이스좀 개선해주세요 사용하는개 불가능할정도로 불편함,2021-06-08 11:17:09,0.013343843631446362,hantu,2021
이틀째 인증을 마쳐도 로그인화면으로 넘어가질 않습니다,2021-06-04 23:36:51,0.004126287996768951,hantu,2021
꼬집어 얘기하기 글치만 뭔가 불편하고 한눈에 안들어옴.,2021-06-04 08:53:54,0.006253737024962902,hantu,2021
스크롤을 해야 정보가 보이는 이상한 ui.,2021-06-04 08:53:54,0.003831469686701894,hantu,2021
화면을 펼치거나 접을때마다 화면전환대응이 안됩니다.,2021-06-03 13:30:45,0.058478571474552155,hantu,2021
한눈에 표좀 만들어주세요.,2021-06-01 10:45:03,0.9919793605804443,hantu,2021
타 증권사에서 쓰다 넘어왔는데 ui도 만족스럽고 좋은것 같아요,2021-06-01 08:24:38,0.9936125874519348,hantu,2021
현재가 -> 검색결과에서 종목 누르고 들어갔다가 뒤로 가기 누르면 왜 홈화면으로 다시 갑니까?,2021-06-01 08:01:38,0.007691973354667425,hantu,2021
이 외에도 UI 전후관계 이해 안 되는 게 너무 많습니다.,2021-06-01 08:01:38,0.006619185209274292,hantu,2021
렉도 없어지고 UI도 단순하고 좋음,2021-05-15 12:53:41,0.8812914490699768,hantu,2021
불편한 UI,2021-05-15 12:11:28,0.00881124660372734,hantu,2021
이거 UI 디자인 한 인간이랑 컨펌해준 인간은 인간세상에서 따로 격리해 지들끼리 지들 언어로만 이야기하고 살게 해야한다.,2021-05-12 09:20:01,0.0039011328481137753,hantu,2021
인터페이스불편한거는어쩔수없다고해도 앱에서핸드폰번호변경못하고 타인대체출고도안되는건너무한거아닌가요,2021-05-11 13:47:09,0.00495119160041213,hantu,2021
UI직관성이 낮음,2021-05-11 11:59:46,0.0133760254830122,hantu,2021
계속 로그아웃되고 화면 멈춤...,2021-05-11 09:21:40,0.004276046063750982,hantu,2021
UI 핵구림,2021-05-11 09:00:33,0.006008982192724943,hantu,2021
로그인해도 특정메뉴 선택하면 계속 로그인 화면으로 넘어가고 계좌가 있는데도 계좌개설하라고 나오고 계좌개설할려고 하면 이미 계좌가 있다고 나오고 장난하냐?,2021-05-10 20:38:25,0.0032678889110684395,hantu,2021
인터페이스 너무 안좋다,2021-05-10 19:47:01,0.004315572790801525,hantu,2021
구닥다리 ui에 시스템을 어떻게 꼬아놨는지 이벤트 참여 보상 지급도 제대로 안됨,2021-05-10 11:33:33,0.0034029893577098846,hantu,2021
버그도 별로없고 기능도 많은편이나 ui가 직관적이지못해 원하는 메뉴 찾기가 어려운편이다,2021-05-10 08:50:37,0.009783732704818249,hantu,2021
ui가 복잡 별로에요 개선필요,2021-04-29 17:41:37,0.00655010249465704,hantu,2021
Ars인증도 안되고 otp화면도 안넘어가고,2021-04-29 07:20:56,0.013329475186765194,hantu,2021
공모주 청약하는데ㅋㅋ 화면 응답을 안해서 몇 번을 시도했는지 몰라요...,2021-04-28 22:40:48,0.030518343672156334,hantu,2021
카메라가 안 켜지고 검은 화면만 계속 나와요,2021-04-28 18:07:45,0.01722114346921444,hantu,2021
업데이트했는데 화면 뜨는 게 없어요...,2021-04-28 11:45:45,0.04530664533376694,hantu,2021
메인 화면 총 자산부터 해서 뭐 하나 누르면 엄청 오래 기다리고 그마저도 뜨는 게 복불복...,2021-04-28 11:45:45,0.9851030111312866,hantu,2021
화면 바꾸고 조금만 있어도 자동 로그오프됨..,2021-04-28 11:13:00,0.014744918793439865,hantu,2021
ui는 정신없고 전부다 불편함,2021-04-27 23:36:37,0.0034106955863535404,hantu,2021
인증문자는 날아오는데 인증번호 입력화면으로 넘어가질않네요ㅋㅋㅋ,2021-04-27 22:14:06,0.007364863529801369,hantu,2021
폴드2 사용중인데 화면 전환이 자동으로 되면 좋겠어요.,2021-04-20 11:47:43,0.9757018089294434,hantu,2021
빨리 찾아야 하는데 화면을 움직여야하니 불편하네요.,2021-04-20 10:46:40,0.3818190395832062,hantu,2021
